id,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,hrID,hdbID,verified,name
8445977,https://assets.nhle.com/mugs/nhl/19931994/NJD/8445977.png,Bobby,Carpenter,11,C,L,72,200,183,91,1963-07-13,Beverly,USA,Massachusetts,"","",false,Bobby Carpenter
8449606,https://assets.nhle.com/mugs/nhl/19931994/NJD/8449606.png,Corey,Millen,32,C,R,67,170,170,77,1964-03-30,Cloquet,USA,Minnesota,"","",false,Corey Millen
8450293,https://assets.nhle.com/mugs/nhl/19931994/NJD/8450293.png,Mike,Peluso,8,L,L,76,225,193,102,1965-11-08,Pengilly,USA,Minnesota,"","",false,Mike Peluso
8457403,https://assets.nhle.com/mugs/nhl/19931994/NJD/8457403.png,Jaroslav,Modry,26,D,L,74,220,188,100,1971-02-27,České Budějovice,CZE,"","",false,"",Jaroslav Modry
8458954,https://assets.nhle.com/mugs/nhl/19931994/NJD/8458954.png,Jason,Smith,21,D,R,75,220,191,100,1973-11-02,Calgary,CAN,Alberta,"","",false,Jason Smith
8451369,https://assets.nhle.com/mugs/nhl/19931994/NJD/8451369.png,Peter,Sidorkiewicz,30,G,L,69,180,175,82,1963-06-29,Dabrowa Bialostocka,POL,"","",false,"",Peter Sidorkiewicz
8445724,https://assets.nhle.com/mugs/nhl/19941995/NJD/8445724.png,Neal,Broten,7,C,L,70,175,178,79,1959-11-29,Roseau,USA,Minnesota,"","",false,Neal Broten
8458978,https://assets.nhle.com/mugs/nhl/19941995/NJD/8458978.png,Sergei,Brylin,18,C,L,70,190,178,86,1974-01-13,Moscow,RUS,"","",false,"",Sergei Brylin
8446127,https://assets.nhle.com/mugs/nhl/19941995/NJD/8446127.png,Danton,Cole,19,R,R,71,185,180,84,1967-01-10,Pontiac,USA,Michigan,"","",false,Danton Cole
8458525,https://assets.nhle.com/mugs/nhl/19941995/NJD/8458525.png,Brian,Rolston,12,L,L,74,215,188,98,1973-02-21,Flint,USA,Michigan,"","",false,Brian Rolston
8458036,https://assets.nhle.com/mugs/nhl/19941995/NJD/8458036.png,Reid,Simpson,33,L,L,74,216,188,98,1969-05-21,Flin Flon,CAN,Manitoba,"","",false,Reid Simpson
8446042,https://assets.nhle.com/mugs/nhl/19941995/NJD/8446042.png,Shawn,Chambers,26,D,L,74,210,188,95,1966-10-11,Sterling Heights,USA,Michigan,"","",false,Shawn Chambers
8456024,https://assets.nhle.com/mugs/nhl/19941995/NJD/8456024.png,Kevin,Dean,6,D,L,75,205,191,93,1969-04-01,Madison,USA,Wisconsin,"","",false,Kevin Dean
8457264,https://assets.nhle.com/mugs/nhl/19941995/NJD/8457264.png,Chris,Mcalpine,38,D,R,73,215,185,98,1971-12-01,Roseville,USA,Minnesota,"","",false,Chris Mcalpine
8445000,https://assets.nhle.com/mugs/nhl/19951996/NJD/8445000.png,Dave,Andreychuk,25,L,R,76,225,193,102,1963-09-29,Hamilton,CAN,Ontario,"","",false,Dave Andreychuk
8460542,https://assets.nhle.com/mugs/nhl/19951996/NJD/8460542.png,Patrik,Elias,26,C,L,73,190,185,86,1976-04-13,Trebic,CZE,"","",false,"",Patrik Elias
8448781,https://assets.nhle.com/mugs/nhl/19951996/NJD/8448781.png,Jocelyn,Lemieux,26,R,L,71,220,180,100,1967-11-18,Mont-Laurier,CAN,Quebec,"","",false,Jocelyn Lemieux
8459435,https://assets.nhle.com/mugs/nhl/19951996/NJD/8459435.png,Denis,Pederson,16,C,R,74,205,188,93,1975-09-10,Prince Albert,CAN,Saskatchewan,"","",false,Denis Pederson
8460719,https://assets.nhle.com/mugs/nhl/19951996/NJD/8460719.png,Steve,Sullivan,15,L,R,69,165,175,75,1974-07-06,Timmins,CAN,Ontario,"","",false,Steve Sullivan
8460465,https://assets.nhle.com/mugs/nhl/19951996/NJD/8460465.png,Petr,Sykora,15,R,L,72,190,183,86,1976-11-19,Plzen,CZE,"","",false,"",Petr Sykora
8451898,https://assets.nhle.com/mugs/nhl/19951996/NJD/8451898.png,Steve,Thomas,32,R,L,71,185,180,84,1963-07-15,Stockport,GBR,"","",false,"",Steve Thomas
8451905,https://assets.nhle.com/mugs/nhl/19951996/NJD/8451905.png,Esa,Tikkanen,10,L,L,73,200,185,91,1965-01-25,Helsinki,FIN,"","",false,"",Esa Tikkanen
8447989,https://assets.nhle.com/mugs/nhl/19951996/NJD/8447989.png,Phil,Housley,96,D,L,70,185,178,84,1964-03-09,St. Paul,USA,Minnesota,"","",false,Phil Housley
8459002,https://assets.nhle.com/mugs/nhl/19951996/NJD/8459002.png,Cale,Hulse,32,D,R,75,220,191,100,1973-11-10,Edmonton,CAN,Alberta,"","",false,Cale Hulse
8457661,https://assets.nhle.com/mugs/nhl/19951996/NJD/8457661.png,Ricard,Persson,27,D,L,73,201,185,91,1969-08-24,Ostersund,SWE,"","",false,"",Ricard Persson
8457969,https://assets.nhle.com/mugs/nhl/19951996/NJD/8457969.png,Corey,Schwab,35,G,L,72,180,183,82,1970-11-04,North Battleford,CAN,Saskatchewan,"","",false,Corey Schwab
8447206,https://assets.nhle.com/mugs/nhl/19961997/NJD/8447206.png,Doug,Gilmour,93,C,L,71,177,180,80,1963-06-25,Kingston,CAN,Ontario,"","",false,Doug Gilmour
8459486,https://assets.nhle.com/mugs/nhl/19961997/NJD/8459486.png,Krzysztof,Oliwa,19,L,L,77,245,196,111,1973-04-12,Tychy,POL,"","",false,"",Krzysztof Oliwa
8459454,https://assets.nhle.com/mugs/nhl/19961997/NJD/8459454.png,Jay,Pandolfo,20,L,L,73,190,185,86,1974-12-27,Winchester,USA,Massachusetts,"","",false,Jay Pandolfo
8459223,https://assets.nhle.com/mugs/nhl/19961997/NJD/8459223.png,Pascal,Rheaume,22,C,L,73,210,185,95,1973-06-21,Quebec City,CAN,Quebec,"","",false,Pascal Rheaume
8460515,https://assets.nhle.com/mugs/nhl/19961997/NJD/8460515.png,Vadim,Sharifijanov,8,R,L,72,205,183,93,1975-12-23,Ufa,RUS,"","",false,"",Vadim Sharifijanov
8452685,https://assets.nhle.com/mugs/nhl/19961997/NJD/8452685.png,Peter,Zezel,25,C,L,71,220,180,100,1965-04-22,Toronto,CAN,Ontario,"","",false,Peter Zezel
8446626,https://assets.nhle.com/mugs/nhl/19961997/NJD/8446626.png,Dave,Ellett,2,D,L,74,205,188,93,1964-03-30,Cleveland,USA,Ohio,"","",false,Dave Ellett
8449957,https://assets.nhle.com/mugs/nhl/19961997/NJD/8449957.png,Lyle,Odelein,24,D,L,72,212,183,96,1968-07-21,Quill Lake,CAN,Saskatchewan,"","",false,Lyle Odelein
8456137,https://assets.nhle.com/mugs/nhl/19961997/NJD/8456137.png,Mike,Dunham,1,G,L,74,190,188,86,1972-06-01,Johnson City,USA,New York,"","",false,Mike Dunham
8450743,https://assets.nhle.com/mugs/nhl/19961997/NJD/8450743.png,Jeff,Reese,35,G,L,69,180,175,82,1966-03-24,Brantford,CAN,Ontario,"","",false,Jeff Reese
8459429,https://assets.nhle.com/mugs/nhl/19971998/NJD/8459429.png,Jason,Arnott,25,C,R,77,220,196,100,1974-10-11,Collingwood,CAN,Ontario,"","",false,Jason Arnott
8456009,https://assets.nhle.com/mugs/nhl/19971998/NJD/8456009.png,Scott,Daniels,22,L,L,75,215,191,98,1969-09-19,Mistawasis,CAN,Saskatchewan,"","",false,Scott Daniels
8462835,https://assets.nhle.com/mugs/nhl/19971998/NJD/8462835.png,Sasha,Lakovic,38,L,L,72,205,183,93,1971-09-07,Vancouver,CAN,British Columbia,"","",false,Sasha Lakovic
8459461,https://assets.nhle.com/mugs/nhl/19971998/NJD/8459461.png,Brendan,Morrison,17,C,L,71,176,180,80,1975-08-15,Pitt Meadows,CAN,British Columbia,"","",false,Brendan Morrison
8445568,https://assets.nhle.com/mugs/nhl/19971998/NJD/8445568.png,Doug,Bodger,8,D,L,74,210,188,95,1966-06-18,Chemainus,CAN,British Columbia,"","",false,Doug Bodger
8455653,https://assets.nhle.com/mugs/nhl/19971998/NJD/8455653.png,Brad,Bombardir,5,D,L,73,205,185,93,1972-05-05,Powell River,CAN,British Columbia,"","",false,Brad Bombardir
8459467,https://assets.nhle.com/mugs/nhl/19971998/NJD/8459467.png,Vlastimil,Kroupa,44,D,R,75,210,191,95,1975-04-27,Most,CZE,"","",false,"",Vlastimil Kroupa
8460561,https://assets.nhle.com/mugs/nhl/19971998/NJD/8460561.png,Sheldon,Souray,44,D,L,76,231,193,105,1976-07-13,Elk Point,CAN,Alberta,"","",false,Sheldon Souray
8451805,https://assets.nhle.com/mugs/nhl/19971998/NJD/8451805.png,Ken,Sutton,6,D,L,73,205,185,93,1969-11-05,Edmonton,CAN,Alberta,"","",false,Ken Sutton
8458932,https://assets.nhle.com/mugs/nhl/19971998/NJD/8458932.png,Richard,Shulmistra,32,G,L,74,186,188,84,1971-04-01,Sudbury,CAN,Ontario,"","",false,Richard Shulmistra
8466371,https://assets.nhle.com/mugs/nhl/19981999/NJD/8466371.png,John,Madden,11,C,L,71,190,180,86,1973-05-04,Toronto,CAN,Ontario,"","",false,John Madden
8457491,https://assets.nhle.com/mugs/nhl/19981999/NJD/8457491.png,Sergei,Nemchinov,12,L,L,73,205,185,93,1964-01-14,Moscow,RUS,"","",false,"",Sergei Nemchinov
8463638,https://assets.nhle.com/mugs/nhl/19981999/NJD/8463638.png,Bryan,Muir,47,D,L,75,225,191,102,1973-06-08,Winnipeg,CAN,Manitoba,"","",false,Bryan Muir
8460014,https://assets.nhle.com/mugs/nhl/19992000/NJD/8460014.png,Eric,Bertrand,83,L,L,73,205,185,93,1975-04-16,St-Ephrem,CAN,Quebec,"","",false,Eric Bertrand
8459566,https://assets.nhle.com/mugs/nhl/19992000/NJD/8459566.png,Steve,Brule,45,C,R,72,200,183,91,1975-01-15,Montréal,CAN,Quebec,"","",false,Steve Brule
8467351,https://assets.nhle.com/mugs/nhl/19992000/NJD/8467351.png,Scott,Gomez,21,C,L,71,200,180,91,1979-12-23,Anchorage,USA,Alaska,"","",false,Scott Gomez
8462037,https://assets.nhle.com/mugs/nhl/19992000/NJD/8462037.png,Steve,Kelly,37,C,L,74,210,188,95,1976-10-26,Vancouver,CAN,British Columbia,"","",false,Steve Kelly
8449654,https://assets.nhle.com/mugs/nhl/19992000/NJD/8449654.png,Alexander,Mogilny,89,R,L,72,210,183,95,1969-02-18,Khabarovsk,RUS,"","",false,"",Alexander Mogilny
8457191,https://assets.nhle.com/mugs/nhl/19992000/NJD/8457191.png,Vladimir,Malakhov,2,D,L,76,230,193,104,1968-08-30,Sverdlovskurg,RUS,"","",false,"",Vladimir Malakhov
8465185,https://assets.nhle.com/mugs/nhl/19992000/NJD/8465185.png,Willie,Mitchell,33,D,L,75,210,191,95,1977-04-23,Port McNeill,CAN,British Columbia,"","",false,Willie Mitchell
8460521,https://assets.nhle.com/mugs/nhl/19992000/NJD/8460521.png,Deron,Quint,21,D,L,74,192,188,87,1976-03-12,Durham,USA,New Hampshire,"","",false,Deron Quint
8467856,https://assets.nhle.com/mugs/nhl/19992000/NJD/8467856.png,Brian,Rafalski,28,D,R,70,194,178,88,1973-09-28,Dearborn,USA,Michigan,"","",false,Brian Rafalski
8465005,https://assets.nhle.com/mugs/nhl/19992000/NJD/8465005.png,Colin,White,5,D,L,76,215,193,98,1977-12-12,New Glasgow,CAN,Nova Scotia,"","",false,Colin White
8466261,https://assets.nhle.com/mugs/nhl/20002001/NJD/8466261.png,Jiri,Bicek,9,R,L,70,195,178,88,1978-12-03,Kosice,SVK,"","",false,"",Jiri Bicek
8446165,https://assets.nhle.com/mugs/nhl/20002001/NJD/8446165.png,Bob,Corkum,27,C,R,72,222,183,101,1967-12-18,Salisbury,USA,Massachusetts,"","",false,Bob Corkum
8465003,https://assets.nhle.com/mugs/nhl/20002001/NJD/8465003.png,Pierre,Dagenais,26,R,L,77,218,196,99,1978-03-04,Blainville,CAN,Quebec,"","",false,Pierre Dagenais
8468615,https://assets.nhle.com/mugs/nhl/20002001/NJD/8468615.png,Michael,Danton,22,C,R,69,191,175,87,1980-10-21,Brampton,CAN,Ontario,"","",false,Michael Danton
8466173,https://assets.nhle.com/mugs/nhl/20002001/NJD/8466173.png,Stanislav,Gron,10,C,L,73,189,185,86,1978-10-28,Bratislava,SVK,"","",false,"",Stanislav Gron
8449477,https://assets.nhle.com/mugs/nhl/20002001/NJD/8449477.png,Jim,McKenzie,19,L,L,76,230,193,104,1969-11-03,Gull Lake,CAN,Saskatchewan,"","",false,Jim McKenzie
8458125,https://assets.nhle.com/mugs/nhl/20002001/NJD/8458125.png,Turner,Stevenson,27,R,R,75,230,191,104,1972-05-18,Prince George,CAN,British Columbia,"","",false,Turner Stevenson
8458348,https://assets.nhle.com/mugs/nhl/20002001/NJD/8458348.png,Ed,Ward,22,R,R,76,220,193,100,1969-11-10,Edmonton,CAN,Alberta,"","",false,Ed Ward
8467915,https://assets.nhle.com/mugs/nhl/20002001/NJD/8467915.png,Mike,Commodore,23,D,R,76,227,193,103,1979-11-07,Fort Saskatchewan,CAN,Alberta,"","",false,Mike Commodore
8466288,https://assets.nhle.com/mugs/nhl/20002001/NJD/8466288.png,Sascha,Goc,6,D,R,74,225,188,102,1979-04-17,Calw,DEU,"","",false,"",Sascha Goc
8458637,https://assets.nhle.com/mugs/nhl/20002001/NJD/8458637.png,Sean,O'Donnell,6,D,L,74,238,188,108,1971-10-13,Ottawa,CAN,Ontario,"","",false,Sean O'Donnell
8452157,https://assets.nhle.com/mugs/nhl/20002001/NJD/8452157.png,John,Vanbiesbrouck,34,G,L,68,175,173,79,1963-09-04,Detroit,USA,Michigan,"","",false,John Vanbiesbrouck
8467363,https://assets.nhle.com/mugs/nhl/20012002/NJD/8467363.png,Christian,Berglund,27,L,L,71,195,180,88,1980-03-12,Orebro,SWE,"","",false,"",Christian Berglund
8458645,https://assets.nhle.com/mugs/nhl/20012002/NJD/8458645.png,Bruce,Gardiner,25,R,R,73,193,185,88,1972-02-11,Barrie,CAN,Ontario,"","",false,Bruce Gardiner
8467407,https://assets.nhle.com/mugs/nhl/20012002/NJD/8467407.png,Brian,Gionta,14,R,R,67,178,170,81,1979-01-18,Rochester,USA,New York,"","",false,Brian Gionta
8456770,https://assets.nhle.com/mugs/nhl/20012002/NJD/8456770.png,Valeri,Kamensky,13,L,R,74,205,188,93,1966-04-18,Voskresensk,RUS,"","",false,"",Valeri Kamensky
8459457,https://assets.nhle.com/mugs/nhl/20012002/NJD/8459457.png,Jamie,Langenbrunner,15,R,R,73,205,185,93,1975-07-24,Cloquet,USA,Minnesota,"","",false,Jamie Langenbrunner
8449893,https://assets.nhle.com/mugs/nhl/20012002/NJD/8449893.png,Joe,Nieuwendyk,25,C,L,74,209,188,95,1966-09-10,Oshawa,CAN,Ontario,"","",false,Joe Nieuwendyk
8469610,https://assets.nhle.com/mugs/nhl/20012002/NJD/8469610.png,Andreas,Salomonsson,16,C,L,73,200,185,91,1973-12-19,Ornskolds,SWE,"","",false,"",Andreas Salomonsson
8459065,https://assets.nhle.com/mugs/nhl/20012002/NJD/8459065.png,Joel,Bouchard,4,D,L,73,209,185,95,1974-01-23,Montréal,CAN,Quebec,"","",false,Joel Bouchard
8465044,https://assets.nhle.com/mugs/nhl/20012002/NJD/8465044.png,Josef,Boumedienne,78,D,L,74,205,188,93,1978-01-12,Stockholm,SWE,"","",false,"",Josef Boumedienne
8465250,https://assets.nhle.com/mugs/nhl/20012002/NJD/8465250.png,Andrei,Zyuzin,27,D,L,73,208,185,94,1978-01-21,Ufa,RUS,"","",false,"",Andrei Zyuzin
8466339,https://assets.nhle.com/mugs/nhl/20012002/NJD/8466339.png,Scott,Clemmensen,40,G,L,74,200,188,91,1977-07-23,Des Moines,USA,Iowa,"","",false,Scott Clemmensen
8466159,https://assets.nhle.com/mugs/nhl/20012002/NJD/8466159.png,Jean-Francois,Damphousse,1,G,L,72,146,183,66,1979-07-21,St. Alexis Des Monts,CAN,Quebec,"","",false,Jean-Francois Damphousse
8458557,https://assets.nhle.com/mugs/nhl/20022003/NJD/8458557.png,Craig,Darby,22,C,R,75,205,191,93,1972-09-26,Oneida,USA,New York,"","",false,Craig Darby
8460501,https://assets.nhle.com/mugs/nhl/20022003/NJD/8460501.png,Jeff,Friesen,16,L,L,73,212,185,96,1976-08-05,Meadow Lake,CAN,Saskatchewan,"","",false,Jeff Friesen
8460482,https://assets.nhle.com/mugs/nhl/20022003/NJD/8460482.png,Stephen,Guolla,8,C,L,72,190,183,86,1973-03-15,Toronto,CAN,Ontario,"","",false,Stephen Guolla
8458959,https://assets.nhle.com/mugs/nhl/20022003/NJD/8458959.png,Grant,Marshall,49,R,R,73,200,185,91,1973-06-09,Mississauga,CAN,Ontario,"","",false,Grant Marshall
8467336,https://assets.nhle.com/mugs/nhl/20022003/NJD/8467336.png,Mike,Rupp,17,C,L,77,235,196,107,1980-01-13,Cleveland,USA,Ohio,"","",false,Mike Rupp
8460689,https://assets.nhle.com/mugs/nhl/20022003/NJD/8460689.png,Raymond,Giroux,19,D,L,73,190,185,86,1976-07-20,North Bay,CAN,Ontario,"","",false,Raymond Giroux
8458058,https://assets.nhle.com/mugs/nhl/20022003/NJD/8458058.png,Richard,Smehlik,2,D,L,75,230,191,104,1970-01-23,Ostrava,CZE,"","",false,"",Richard Smehlik
8460493,https://assets.nhle.com/mugs/nhl/20022003/NJD/8460493.png,Oleg,Tverdovsky,28,D,L,73,211,185,96,1976-05-18,Donetsk,UKR,"","",false,"",Oleg Tverdovsky
8462159,https://assets.nhle.com/mugs/nhl/20032004/NJD/8462159.png,Jan,Hrdina,38,C,R,72,200,183,91,1976-02-05,Hradec,CZE,"","",false,"",Jan Hrdina
8459428,https://assets.nhle.com/mugs/nhl/20032004/NJD/8459428.png,Viktor,Kozlov,25,C,R,76,232,193,105,1975-02-14,Togliatti,RUS,"","",false,"",Viktor Kozlov
8448669,https://assets.nhle.com/mugs/nhl/20032004/NJD/8448669.png,Igor,Larionov,8,C,L,71,170,180,77,1960-12-03,Voskresensk,RUS,"","",false,"",Igor Larionov
8469499,https://assets.nhle.com/mugs/nhl/20032004/NJD/8469499.png,Tuomas,Pihlman,46,L,L,74,215,188,98,1982-11-13,Espoo,FIN,"","",false,"",Tuomas Pihlman
8464968,https://assets.nhle.com/mugs/nhl/20032004/NJD/8464968.png,Erik,Rasmussen,10,C,L,73,210,185,95,1977-03-28,Minneapolis,USA,Minnesota,"","",false,Erik Rasmussen
8462259,https://assets.nhle.com/mugs/nhl/20032004/NJD/8462259.png,Rob,Skrlac,32,L,L,77,245,196,111,1976-06-10,Campbell River,CAN,British Columbia,"","",false,Rob Skrlac
8468536,https://assets.nhle.com/mugs/nhl/20032004/NJD/8468536.png,Aleksander,Suglobov,9,R,L,72,200,183,91,1982-01-15,Elektrostal,RUS,"","",false,"",Aleksander Suglobov
8462051,https://assets.nhle.com/mugs/nhl/20032004/NJD/8462051.png,Sean,Brown,23,D,L,75,215,191,98,1976-11-05,Oshawa,CAN,Ontario,"","",false,Sean Brown
8468502,https://assets.nhle.com/mugs/nhl/20032004/NJD/8468502.png,David,Hale,36,D,L,73,222,185,101,1981-06-18,Colorado Springs,USA,Colorado,"","",false,David Hale
8468542,https://assets.nhle.com/mugs/nhl/20032004/NJD/8468542.png,Paul,Martin,7,D,L,73,200,185,91,1981-03-05,Minneapolis,USA,Minnesota,"","",false,Paul Martin
8470123,https://assets.nhle.com/mugs/nhl/20052006/NJD/8470123.png,Cam,Janssen,25,R,R,72,215,183,98,1984-04-15,St. Louis,USA,Missouri,"","",false,Cam Janssen
8459391,https://assets.nhle.com/mugs/nhl/20052006/NJD/8459391.png,Darren,Langdon,17,L,L,73,205,185,93,1971-01-08,Deer Lake,CAN,Newfoundland and Labrador,"","",false,Darren Langdon
8470610,https://assets.nhle.com/mugs/nhl/20052006/NJD/8470610.png,Zach,Parise,9,L,L,71,195,180,88,1984-07-28,Minneapolis,USA,Minnesota,"","",false,Zach Parise
8470075,https://assets.nhle.com/mugs/nhl/20052006/NJD/8470075.png,Jason,Ryznar,49,L,L,75,200,191,91,1983-02-19,Anchorage,USA,Alaska,"","",false,Jason Ryznar
8470199,https://assets.nhle.com/mugs/nhl/20052006/NJD/8470199.png,Barry,Tallackson,21,R,R,77,215,196,98,1983-04-14,Grafton,USA,North Dakota,"","",false,Barry Tallackson
8460498,https://assets.nhle.com/mugs/nhl/20052006/NJD/8460498.png,Jason,Wiemer,16,C,L,73,225,185,102,1976-04-14,Kimberley,CAN,British Columbia,"","",false,Jason Wiemer
8456850,https://assets.nhle.com/mugs/nhl/20052006/NJD/8456850.png,Ken,Klee,2,D,R,73,210,185,95,1971-04-24,Indianapolis,USA,Indiana,"","",false,Ken Klee
8460580,https://assets.nhle.com/mugs/nhl/20052006/NJD/8460580.png,Brad,Lukowich,21,D,L,73,191,185,87,1976-08-12,Cranbrook,CAN,British Columbia,"","",false,Brad Lukowich
8458522,https://assets.nhle.com/mugs/nhl/20052006/NJD/8458522.png,Richard,Matvichuk,24,D,L,75,210,191,95,1973-02-05,Edmonton,CAN,Alberta,"","",false,Richard Matvichuk
8459174,https://assets.nhle.com/mugs/nhl/20052006/NJD/8459174.png,Dan,Mcgillis,2,D,L,75,220,191,100,1972-07-01,Hawkesbury,CAN,Ontario,"","",false,Dan Mcgillis
8470920,https://assets.nhle.com/mugs/nhl/20062007/NJD/8470920.png,David,Clarkson,23,R,R,72,207,183,94,1984-03-31,Toronto,CAN,Ontario,"","",false,David Clarkson
8464983,https://assets.nhle.com/mugs/nhl/20062007/NJD/8464983.png,Dan,Lacouture,22,L,L,74,215,188,98,1977-04-18,Hyannis,USA,Massachusetts,"","",false,Dan Lacouture
8472355,https://assets.nhle.com/mugs/nhl/20062007/NJD/8472355.png,Rod,Pelley,10,C,L,72,205,183,93,1984-09-01,Kitimat,CAN,British Columbia,"","",false,Rod Pelley
8471233,https://assets.nhle.com/mugs/nhl/20062007/NJD/8471233.png,Travis,Zajac,19,C,R,74,185,188,84,1985-05-13,Winnipeg,CAN,Manitoba,"","",false,Travis Zajac
8470335,https://assets.nhle.com/mugs/nhl/20062007/NJD/8470335.png,Alexander,Brooks,8,D,R,73,195,185,88,1976-08-21,Madison,USA,Wisconsin,"","",false,Alexander Brooks
8467540,https://assets.nhle.com/mugs/nhl/20062007/NJD/8467540.png,Jim,Fahey,6,D,R,72,205,183,93,1979-05-11,Boston,USA,Massachusetts,"","",false,Jim Fahey
8471748,https://assets.nhle.com/mugs/nhl/20062007/NJD/8471748.png,Mark,Fraser,32,D,L,76,220,193,100,1986-09-29,Ottawa,CAN,Ontario,"","",false,Mark Fraser
8472382,https://assets.nhle.com/mugs/nhl/20062007/NJD/8472382.png,Andy,Greene,6,D,L,71,190,180,86,1982-10-30,Trenton,USA,Michigan,"","",false,Andy Greene
8469665,https://assets.nhle.com/mugs/nhl/20062007/NJD/8469665.png,Johnny,Oduya,29,D,L,72,191,183,87,1981-10-01,Stockholm,SWE,"","",false,"",Johnny Oduya
8465025,https://assets.nhle.com/mugs/nhl/20072008/NJD/8465025.png,Arron,Asham,22,R,R,71,210,180,95,1978-04-13,Portage la Prairie,CAN,Manitoba,"","",false,Arron Asham
8471697,https://assets.nhle.com/mugs/nhl/20072008/NJD/8471697.png,Niclas,Bergfors,18,R,R,70,194,178,88,1987-03-07,Sodertalje,SWE,"","",false,"",Niclas Bergfors
8468123,https://assets.nhle.com/mugs/nhl/20072008/NJD/8468123.png,Noah,Clarke,12,L,L,69,190,175,86,1979-06-11,La Verne,USA,California,"","",false,Noah Clarke
8464977,https://assets.nhle.com/mugs/nhl/20072008/NJD/8464977.png,Dainius,Zubrus,8,L,L,77,225,196,102,1978-06-16,Elektrenai,LTU,"","",false,"",Dainius Zubrus
8469992,https://assets.nhle.com/mugs/nhl/20072008/NJD/8469992.png,Sheldon,Brookbank,2,D,R,73,202,185,92,1980-10-03,Lanigan,CAN,Saskatchewan,"","",false,Sheldon Brookbank
8468597,https://assets.nhle.com/mugs/nhl/20072008/NJD/8468597.png,Olli,Malmivaara,24,D,L,79,230,201,104,1982-03-13,Kajaani,FIN,"","",false,"",Olli Malmivaara
8466309,https://assets.nhle.com/mugs/nhl/20072008/NJD/8466309.png,Mike,Mottau,27,D,L,72,195,183,88,1978-03-19,Quincy,USA,Massachusetts,"","",false,Mike Mottau
8466353,https://assets.nhle.com/mugs/nhl/20072008/NJD/8466353.png,Karel,Rachunek,28,D,R,74,220,188,100,1979-08-27,Zlin,CZE,"","",false,"",Karel Rachunek
8460626,https://assets.nhle.com/mugs/nhl/20072008/NJD/8460626.png,Bryce,Salvador,24,D,L,75,215,191,98,1976-02-11,Brandon,CAN,Manitoba,"","",false,Bryce Salvador
8467352,https://assets.nhle.com/mugs/nhl/20072008/NJD/8467352.png,Vitaly,Vishnevski,2,D,L,74,215,188,98,1980-03-18,Kharkov,UKR,"","",false,"",Vitaly Vishnevski
8459463,https://assets.nhle.com/mugs/nhl/20072008/NJD/8459463.png,Kevin,Weekes,1,G,L,74,215,188,98,1975-04-04,Toronto,CAN,Ontario,"","",false,Kevin Weekes
8471764,https://assets.nhle.com/mugs/nhl/20082009/NJD/8471764.png,Patrick,Davis,21,R,R,74,195,188,88,1986-12-28,Sterling Heights,USA,Michigan,"","",false,Patrick Davis
8474094,https://assets.nhle.com/mugs/nhl/20082009/NJD/8474094.png,Matt,Halischuk,16,R,R,72,180,183,82,1988-06-01,Toronto,CAN,Ontario,"","",false,Matt Halischuk
8471428,https://assets.nhle.com/mugs/nhl/20082009/NJD/8471428.png,Pierre-Luc,Letourneau-Leblond,22,L,L,73,218,185,99,1985-06-04,Levis,CAN,Quebec,"","",false,Pierre-Luc Letourneau-Leblond
8470635,https://assets.nhle.com/mugs/nhl/20082009/NJD/8470635.png,Petr,Vrana,22,L,L,70,174,178,79,1985-03-29,Sternberk,CZE,"","",false,"",Petr Vrana
8467956,https://assets.nhle.com/mugs/nhl/20082009/NJD/8467956.png,Niclas,Havelid,28,D,L,72,200,183,91,1973-04-12,Stockholm,SWE,"","",false,"",Niclas Havelid
