name,id,birthDate
Murray Baron,baronmu01,1967-06-01
Doug Barrault,barrado01,1970-04-21
Len Barrie,barrile01,1969-06-04
Tyson Barrie,barrity01,1991-07-26
Mathew Barzal,barzama01,1997-05-26
Jeff Batters,batteje01,1970-10-23
Robin Bawa,bawaro01,1966-03-26
Barry Beck,beckba01,1957-06-03
Connor Bedard,bedarco01,2005-07-17
Kris Beech,beechkr01,1981-02-05
Eddy Beers,beersed01,1959-10-12
Derek Bekar,bekarde01,1975-09-15
Jamie Benn,bennja01,1989-07-18
Jordie Benn,bennjo01,1987-07-26
Zach Benson,bensoza01,2005-05-12
Doug Berry,berrydo01,1957-06-03
Ken Berry,berryke01,1960-06-21
Wayne Bianchin,biancwa01,1953-09-06
Doug Bodger,bodgedo01,1966-06-18
Rick Boh,bohri01,1964-05-18
Brad Bombardir,bombabr01,1972-05-05
Sébastien Bordeleau,bordese01,1975-02-15
Tim Bothwell,bothwti01,1955-05-06
Jason Bowen,bowenja01,1973-11-09
Steve Bozek,bozekst01,1960-11-26
Dan Brennan,brennda01,1962-10-01
Eric Brewer,breweer01,1979-04-17
Laurent Brossoit,brossla01,1993-03-23
Troy Brouwer,brouwtr01,1985-08-17
Mike Brown,brownmi01,1979-04-27
Doug Buhr,buhrdo01,1949-06-29
Brett Bulmer,bulmebr01,1992-04-26
Garrett Burnett,burnega01,1975-09-23
Kyle Burroughs,burroky01,1995-07-12
Bowen Byram,byrambo01,2001-06-13
James Camazzola,camazja01,1964-01-05
Tony Camazzola,camazto01,1962-09-11
Gene Carr,carrge01,1951-09-17
Dennis Cholowski,cholode01,1998-02-15
Jake Christiansen,chrisja01,1999-09-12
Kris Chucko,chuckkr01,1986-03-13
Shane Churla,churlsh01,1965-06-24
Steve Clippingdale,clippst01,1956-04-29
Glen Cochrane,cochrgl01,1958-01-29
Dylan Coghlan,coghldy01,1998-02-19
Brett Connolly,connobr01,1992-05-02
Geoff Courtnall,courtge01,1962-08-18
Russ Courtnall,courtru01,1965-06-02
Bruce Cowick,cowicbr01,1951-08-18
Ryan Craig,craigry01,1982-01-06
John Craighead,craigjo01,1971-11-23
Ed Cristofoli,cristed01,1967-05-14
Angus Crookshank,crookan01,1999-10-02
Kyle Cumiskey,cumisky01,1986-12-02
Craig Cunningham,cunnicr01,1990-09-13
Paul Cyr,cyrpa01,1963-10-31
Brad Dalgarno,dalgabr01,1967-08-11
Adam Deadmarsh,deadmad01,1975-05-10
Butch Deadmarsh,deadmbu01,1950-04-05
Mark Dekanich,dekanma01,1986-05-10
Jarrett Deuling,deulija01,1974-03-04
Brenden Dillon,dillobr01,1990-11-13
Gary Donaldson,donalga01,1952-07-15
Dallas Drake,drakeda01,1969-02-04
Nick Drazenovic,drazeni01,1987-01-14
Dillon Dubé,dubedi01,1998-07-20
Wade Dubielewicz,dubiewa01,1979-01-30
Andrew Ebbett,ebbetan01,1983-01-02
Tyler Eckford,eckfoty01,1985-09-08
Neil Eisenhut,eisenne01,1967-02-09
Stefan Elliott,elliost01,1991-01-30
Matt Ellison,ellisma02,1983-12-08
Turner Elson,elsontu01,1992-09-13
Craig Endean,endeacr01,1968-04-13
Dante Fabbro,fabbrda01,1998-06-20
Brad Fast,fastbr01,1980-02-21
Tony Feltrin,feltrto01,1961-12-06
Dylan Ferguson,fergudy01,1998-09-20
John Ferguson,fergujo01,1938-09-05
Landon Ferraro,ferrala01,1991-08-08
Ray Ferraro,ferrara01,1964-08-23
Brett Festerling,festebr01,1986-03-03
Jesse Fibiger,fibigje01,1978-04-04
Jonathan Filewich,filewjo01,1984-10-02
Ron Fischer,fischro01,1959-04-12
Ross Fitzpatrick,fitzpro01,1960-10-07
Wade Flaherty,flahewa01,1968-01-11
Rob Flockhart,flockro01,1956-02-06
Ron Flockhart,flockro02,1960-10-10
Colin Forbes,forbeco01,1976-02-16
Norm Foster,fosteno01,1965-02-10
Greg Fox,foxgr01,1953-08-12
Cody Franson,fransco01,1987-08-08
Colin Fraser,fraseco01,1985-01-28
Kris Fredheim,fredhkr01,1987-02-23
Mitch Fritz,fritzmi01,1980-11-24
Michael Funk,funkmi01,1986-08-15
Link Gaetz,gaetzli01,1968-10-02
Joaquin Gage,gagejo02,1973-10-19
Aaron Gagnon,gagnoaa01,1986-04-24
Danny Gare,gareda01,1954-05-14
Jason Garrison,garrija01,1984-11-13
Bob Gassoff,gassobo01,1953-04-17
Brad Gassoff,gassobr01,1955-11-13
Glenn Gawdin,gawdigl01,1997-03-25
Carsen Germyn,germyca01,1982-02-22
Colton Gillies,gillico01,1989-02-12
Eric Godard,godarer01,1980-03-07
Gage Goncalves,goncaga01,2001-01-16
Robb Gordon,gordoro01,1976-01-13
Josh Gorges,gorgejo01,1984-08-14
Ron Grahame,graharo02,1950-06-07
Derek Grant,grantde01,1990-04-20
Travis Green,greentr01,1970-12-20
Kyle Greentree,greenky01,1983-11-15
Stu Grimson,grimsst01,1965-05-20
Richard Hajdu,hajduri01,1965-05-10
Larry Hale,halela01,1941-10-09
Dan Hamhuis,hamhuda01,1982-12-13
Zach Hamill,hamilza01,1988-09-23
Andrew Hammond,hammoan01,1988-02-11
Gord Hampson,hampsgo01,1959-02-13
Scott Hannan,hannasc01,1979-01-23
Mark Hartigan,hartima01,1977-10-15
Rich Healey,healeri01,1938-03-12
Randy Heath,heathra01,1964-11-11
Danton Heinen,heineda01,1995-07-05
Colin Hemingway,heminco01,1980-08-12
Joe Hicketts,hickejo01,1996-05-04
Adin Hill,hillad01,1996-05-11
Al Hill,hillal01,1955-04-22
Jim Hiller,hilleji01,1969-05-15
Dave Hindmarch,hindmda01,1958-10-15
Jeff Hoggan,hoggaje01,1978-02-01
Ken Holland,hollake01,1955-11-10
Bruce Holloway,hollobr01,1963-06-27
Chris Holt,holtch01,1985-06-05
Ron Homenuke,homenro01,1952-01-05
Tony Horacek,horacto01,1967-02-03
Shawn Horcoff,horcosh01,1978-09-17
Paul Houck,houckpa01,1963-08-12
Brent Hughes,hughebr02,1966-04-05
Frank Hughes,hughefr01,1949-10-01
Brad Hunt,huntbr01,1988-08-24
Dryden Hunt,huntdr01,1995-11-24
Jamie Huscroft,huscrja01,1967-01-09
Ryan Huska,huskary01,1975-07-02
Vincent Iorio,ioriovi01,2002-11-14
Matt Irwin,irwinma01,1987-11-29
Barret Jackman,jackmba01,1981-03-05
Dane Jackson,jacksda01,1970-05-17
Scott Jackson,jackssc01,1987-02-05
Mark Janssens,janssma01,1968-05-19
Tristan Jarry,jarrytr01,1995-04-29
Chris Jensen,jensech01,1963-10-28
Darren Jensen,jenseda01,1960-05-27
Lucas Johansen,johanlu01,1997-11-16
Ryan Johansen,johanry01,1992-07-31
Kent Johnson,johnske01,2002-10-18
Connor Jones,jonesco01,1990-08-16
Martin Jones,jonesma02,1990-01-10
Chris Joseph,josepch01,1969-09-10
Steve Junker,junkest01,1972-06-26
Noah Juulsen,juulsno01,1997-04-02
Trent Kaese,kaesetr01,1967-09-09
Evander Kane,kaneev01,1991-08-02
Paul Kariya,kariypa01,1974-10-16
Steve Kariya,kariyst01,1977-12-22
Al Karlander,karlaal01,1946-11-05
Bracken Kearns,kearnbr01,1981-05-12
Steve Kelly,kellyst01,1976-10-26
Mike Kennedy,kennemi01,1972-04-13
Alexander Kerfoot,kerfoal01,1994-08-11
Alan Kerr,kerral01,1964-03-28
Dan Kesa,kesada01,1971-11-23
Kerry Ketter,ketteke01,1947-09-20
Jujhar Khaira,khairju01,1994-08-13
Geoff Kinrade,kinrage01,1985-07-29
Jon Klemm,klemmjo01,1970-01-08
Corban Knight,knighco01,1990-09-10
Chuck Kobasew,kobasch01,1982-04-17
Doug Kostynski,kostydo01,1963-02-23
Jordan Krestanovich,krestjo01,1981-06-14
Jason Krog,krogja01,1975-10-09
Richard Kromm,krommri01,1964-03-29
Paul Kruse,krusepa01,1970-03-15
Dale Kushner,kushnda01,1966-06-13
Greg Kuznik,kuznigr01,1978-06-12
Larry Kwong,kwongla01,1923-06-17
Jason LaBarbera,labarja01,1980-01-18
Andrew Ladd,laddan01,1985-12-12
Nathan LaFayette,lafayna01,1973-02-17
Sasha Lakovic,lakovsa01,1971-09-07
Rick Lapointe,lapoiri01,1955-08-02
Brad Larsen,larsebr01,1977-06-28
Mike Laughton,laughmi01,1944-02-21
Curtis Lazar,lazarcu01,1995-02-02
Tim Lenardon,lenarti01,1962-05-11
David LeNeveu,lenevda01,1983-05-23
Doug Lidster,lidstdo01,1960-10-18
Nathan Lieuwen,lieuwna01,1991-08-08
Mark Lofthouse,lofthma01,1957-04-21
Danny Lorenz,lorenda01,1969-12-12
Dwayne Lowdermilk,lowdedw01,1958-01-09
Danny Lucas,lucasda02,1958-02-28
Jake Lucchini,lucchja01,1995-05-10
Milan Lucic,lucicmi01,1988-06-07
Brad Lukowich,lukowbr01,1976-08-12
Brian Lundberg,lundbbr01,1960-06-05
Len Lunde,lundele01,1936-11-13
Gary Lupul,lupulga01,1959-04-04
George Lyle,lylege01,1953-11-24
Doug Lynch,lynchdo01,1983-04-04
David Mackey,mackeda01,1966-07-24
Mike MacWilliam,macwimi01,1967-02-14
Darryl Maggs,maggsda01,1949-04-06
Bruce Major,majorbr01,1967-01-03
Beck Malenstyn,malenbe01,1998-02-04
Stewart Malgunas,malgust01,1970-04-21
Dean Malkoc,malkode01,1970-01-26
Cesare Maniago,maniace01,1939-01-13
Brandon Manning,mannibr01,1990-06-04
Bert Marshall,marshbe01,1943-11-22
Jason Marshall,marshja02,1971-02-22
Seth Martin,martise01,1933-05-04
Tom Martin,martito02,1964-05-11
Don Martineau,martido01,1952-04-25
Darcy Martini,martida01,1969-01-30
Mike Matteucci,mattemi01,1971-12-27
Ben Maxwell,maxwebe01,1988-03-30
Derek Mayer,mayerde01,1967-05-21
Dysin Mayo,mayody01,1996-08-17
Ted McAneeley,mcanete01,1950-11-07
Mike McBain,mcbaimi01,1977-01-12
Steve McCarthy,mccarst01,1981-02-03
Darren McCarty,mccarda02,1972-04-01
Terry McDonald,mcdonte01,1956-01-01
Curtis McKenzie,mckencu01,1991-02-22
Brett McLean,mcleabr01,1978-08-14
Jeff McLean,mcleaje01,1969-10-06
Dave McLelland,mclelda01,1952-11-20
Don McLeod,mcleodo01,1946-08-24
Brandon McMillan,mcmilbr01,1990-03-22
Sean McMorrow,mcmorse01,1982-01-19
Tom McMurchy,mcmurto01,1963-12-02
Peter McNab,mcnabpe01,1952-05-08
Mark McNeill,mcneima01,1993-02-22
Fraser Minten,mintefr01,2004-07-05
Willie Mitchell,mitchwi01,1977-04-23
Sandy Moger,mogersa01,1969-03-21
Steve Montador,montast01,1979-12-21
Andy Moog,moogan01,1960-02-18
Brad Moran,moranbr01,1979-03-20
Dave Morisset,morisda02,1981-04-06
Brendan Morrison,morribr01,1975-08-15
Doug Morrison,morrido02,1960-02-01
Mark Morrison,morrima01,1963-03-11
Shaone Morrisonn,morrish01,1982-12-23
Bill Muckalt,muckabi01,1974-07-15
Bob Murdoch,murdobo02,1954-01-29
Don Murdoch,murdodo01,1956-10-25
Chris Murray,murrach01,1974-10-25
Don Nachbaur,nachbdo01,1959-01-30
Brendon Nash,nashbr01,1987-03-31
Cam Neely,neelyca01,1965-06-06
John Negrin,negrijo01,1989-03-25
John Newberry,newbejo01,1962-04-08
Rob Niedermayer,niedero01,1974-12-28
Ryan Nugent-Hopkins,nugenry01,1993-04-12
Gary Nylund,nylunga01,1963-10-28
Ryan O'Byrne,obyrnry01,1984-07-19
David Oliver,oliveda01,1971-04-17
Mark Olver,olverma01,1988-01-01
Cam Paddock,paddoca01,1983-03-22
Brad Palmer,palmebr01,1961-09-14
Lynn Patrick,patrily01,1912-02-03
Muzz Patrick,patrimu01,1915-06-28
Ed Patterson,patteed01,1972-11-14
Davis Payne,payneda01,1970-09-24
Stephen Peat,peatst01,1980-03-10
Rod Pelley,pellero02,1984-09-01
Nic Petan,petanni01,1995-03-22
Jim Playfair,playfji01,1964-05-22
Larry Playfair,playfla01,1958-06-23
Jason Podollan,podolja01,1976-02-18
Rudy Poeschek,poescru01,1966-09-29
Carey Price,priceca01,1987-08-16
Pat Price,pricepa01,1955-03-24
Ken Priestlay,prieske01,1967-08-24
Ken Quinney,quinnke01,1965-05-23
Michael Rasmussen,rasmumi01,1999-04-17
Errol Rausse,rausser01,1959-05-18
Daryl Reaugh,reaugda01,1965-02-13
Mark Recchi,recchma01,1968-02-01
Craig Redmond,redmocr01,1965-09-22
Joe Reekie,reekijo01,1965-02-22
Griffin Reinhart,reinhgr01,1994-01-24
Max Reinhart,reinhma01,1992-02-04
Sam Reinhart,reinhsa01,1995-11-06
Ollie Reinikka,reiniol01,1901-08-02
Terry Richardson,richate01,1953-05-07
Morgan Rielly,riellmo01,1994-03-09
Byron Ritchie,ritchby01,1977-04-24
Garth Rizzuto,rizzuga01,1947-09-11
Geordie Robertson,roberge02,1959-08-01
Torrie Robertson,roberto01,1961-08-02
Scott Robinson,robinsc01,1964-03-29
Larry Romanchych,romanla01,1949-09-07
Cliff Ronning,ronnicl01,1965-10-01
Darcy Rota,rotada01,1953-02-16
Randy Rota,rotara01,1950-08-16
Bob Rouse,rousebo01,1964-06-18
Jason Ruff,ruffja01,1970-01-27
Mark Rycroft,rycroma01,1978-07-12
Joe Sakic,sakicjo01,1969-07-07
Mike Santorelli,santomi01,1985-12-14
Joel Savage,savagjo01,1969-12-25
Raymond Sawada,sawadra01,1985-02-19
Kevin Sawyer,sawyeke01,1974-02-21
Justin Schultz,schulju01,1990-07-06
Claudio Scremin,scremcl01,1968-05-28
Brent Seabrook,seabrbr01,1985-04-20
Brandon Segal,segalbr01,1983-07-12
MacGregor Sharp,sharpma01,1985-10-01
Jeff Sharples,sharpje01,1967-07-28
Jonathan Sigalet,sigaljo02,1986-02-12
Jordan Sigalet,sigaljo01,1981-02-19
Todd Simpson,simpsto01,1973-05-28
Colton Sissons,sissoco01,1993-11-05
Mackenzie Skapski,skapsma01,1994-06-15
Larry Skinner,skinnla01,1956-04-21
Rob Skrlac,skrlaro01,1976-06-10
Barry Smith,smithba01,1955-04-25
Brandon Smith,smithbr04,1973-02-25
Dan Smith,smithda02,1976-10-19
Stan Smith,smithst01,1917-08-13
Jerred Smithson,smithje01,1979-02-04
Justin Sourdif,sourdju01,2002-03-24
Brian Spencer,spencbr01,1949-09-03
Corey Spring,sprinco01,1971-05-31
Frank Spring,sprinfr01,1949-10-19
Logan Stankoven,stanklo01,2003-02-26
Troy Stecher,stechtr01,1994-04-07
Turner Stevenson,stevetu01,1972-05-18
Allan Stewart,stewaal01,1964-01-31
Ryan Stewart,stewary01,1967-06-01
Clayton Stoner,stonecl01,1985-02-19
Ben Street,streebe01,1987-02-13
Mike Stutzel,stutzmi01,1979-02-28
Phil Sykes,sykesph01,1959-03-18
Steve Tambellini,tambest01,1958-05-14
Mark Taylor,tayloma01,1958-01-26
Greg Tebbutt,tebbugr01,1957-05-11
Colten Teubert,teubeco01,1990-03-08
Shea Theodore,theodsh01,1995-08-03
Brad Thiessen,thiesbr01,1986-03-19
Tiny Thompson,thompti01,1903-05-31
Alex Tidey,tideyal01,1955-01-05
Devon Toews,toewsde01,1994-02-21
Dave Tomlinson,tomlida01,1969-05-08
Gord Turlik,turligo01,1939-09-16
Kyle Turris,turriky01,1989-08-14
Steve Tuttle,tuttlst01,1966-01-05
Matt Underhill,underma01,1979-09-16
David Van Der Gulik,vandeda01,1983-04-20
Wayne Van Dorp,vandowa01,1961-05-19
Jake Virtanen,virtaja01,1996-08-17
Aaron Volpatti,volpaaa01,1985-05-30
Phil Von Stefenelli,vonstph01,1969-04-10
Aaron Voros,vorosaa01,1981-07-02
Gord Walker,walkego01,1965-08-12
Michael Wall,wallmi01,1985-07-25
Ryan Walter,waltery01,1958-04-23
Jimmy Watson,watsoji02,1952-08-19
Joe Watson,watsojo01,1943-07-06
Tim Watters,watteti01,1959-07-25
Jordan Weal,wealjo01,1992-04-15
Shea Weber,webersh01,1985-08-14
Simon Wheeldon,wheelsi01,1966-08-30
Jason Wiemer,wiemeja01,1976-04-14
Patrick Wiercioch,wiercpa01,1990-09-12
Barry Wilcox,wilcoba01,1948-04-23
Mitch Wilson,wilsomi01,1962-02-15
Dody Wood,wooddo01,1972-03-18
Parker Wotherspoon,wothepa01,1997-08-24
Tyler Wotherspoon,wothety01,1993-03-12
Terry Yake,yakete01,1968-10-22
Brandon Yip,yipbr01,1985-04-25
Steve Yzerman,yzermst01,1965-05-09
Mike Zanier,zaniemi01,1962-08-22
Greg Zanon,zanongr01,1980-06-05
Joe Zanussi,zanusjo01,1947-09-25
Reg Abbott,abbotre01,1930-02-04
Calen Addison,addisca01,2000-04-11
Jim Agnew,agnewji01,1966-03-21
Clint Albright,albricl01,1926-02-28
Wade Allison,alliswa01,1997-10-14
Bill Allum,allumbi01,1916-10-09
Murray Anderson,andermu01,1949-08-28
Chuck Arnason,arnasch01,1951-07-15
John Arundel,arundjo01,1927-11-04
Arron Asham,ashamar01,1978-04-13
Carter Ashton,ashtoca01,1991-04-01
Ken Baird,bairdke01,1951-02-01
Doug Baldwin,baldwdo01,1922-11-02
Terry Ball,ballte01,1944-11-29
Cam Barker,barkeca01,1986-04-04
Andy Bathgate,bathgan01,1932-08-28
Frank Bathgate,bathgfr01,1930-02-14
Ken Baumgartner,baumgke01,1966-03-11
Paul Baxter,baxtepa01,1955-10-28
Ed Belfour,belfoed01,1965-04-21
Gordie Bell,bellgo01,1925-03-13
Joe Bell,belljo01,1923-11-27
Lin Bend,bendli01,1922-12-20
Bill Benson,bensobi01,1920-07-29
Bobby Benson,bensobo01,1894-05-18
Rick Berry,berryri01,1978-11-04
Frank Bialowas,bialofr01,1969-09-25
Garry Blaine,blainga01,1933-04-19
Andy Blair,blairan01,1908-02-27
Rick Blight,blighri01,1955-10-17
Ken Block,blockke01,1944-03-18
Troy Bodie,bodietr01,1985-01-25
Lonny Bohonos,bohonlo01,1973-05-20
Larry Bolonchuk,bolonla01,1952-02-26
Dan Bonar,bonarda01,1956-09-23
Ryan Bonni,bonniry01,1979-02-18
Jack Borotsik,borotja01,1949-11-26
Helge Bostrom,bostrhe01,1894-01-09
Dick Bouchard,bouchdi01,1934-12-02
Dan Bourbonnais,bourbda01,1962-03-06
Madison Bowey,boweyma01,1995-04-22
Ralph Bowman,bowmara01,1911-06-20
Jack Bownass,bownaja01,1930-07-27
Dustin Boyd,boyddu01,1986-07-16
Wally Boyer,boyerwa01,1937-09-27
Darren Boyko,boykoda01,1964-01-16
Andy Branigan,branian01,1922-04-11
Gerry Brisson,brissge01,1937-09-03
Turk Broda,brodatu01,1914-05-15
Adam Brooks,brookad01,1996-05-06
George Brown,brownge01,1912-05-17
Harold Brown,brownha01,1920-09-14
Larry Brown,brownla01,1947-04-14
Cecil Browne,brownce01,1896-02-13
Eddie Bruneteau,bruneed01,1919-08-01
Mud Bruneteau,brunemu01,1914-11-28
Barry Brust,brustba01,1983-08-08
Al Buchanan,buchaal01,1927-05-17
Bill Burega,buregbi01,1932-03-13
Shawn Byram,byramsh01,1968-09-12
Ryan Caldwell,caldwry01,1981-06-15
Don Caley,caleydo01,1945-10-09
Matt Calvert,calvema01,1989-12-24
Red Carr,carrre01,1916-12-29
Greg Carroll,carrogr01,1956-11-10
Art Chapman,chapmar01,1906-05-29
Dave Chartier,chartda01,1961-02-15
Brad Chartrand,chartbr01,1974-12-14
Lude Check,checklu01,1918-05-22
Rich Chernomaz,chernri01,1963-09-01
Ron Chipperfield,chippro01,1954-03-28
Bob Chrystal,chrysbo01,1930-04-03
Brad Church,churcbr01,1976-11-14
Nick Cicek,cicekni01,2000-05-29
Bobby Clarke,clarkbo01,1949-08-13
Red Conn,connre01,1904-10-25
Cam Connor,connoca01,1954-08-10
Joe Cooper,coopejo01,1914-12-14
Riley Cote,coteri01,1982-03-16
Art Coulter,coultar01,1909-05-31
Thomas Coulter,coultto01,1911-04-21
Rosie Couture,couturo01,1905-07-24
Jimmy Creighton,creigji01,1905-11-18
Joe Crozier,crozijo01,1929-02-19
Joe Daley,daleyjo01,1943-02-20
Kimbi Daniels,danieki01,1972-01-19
Matt Davidson,davidma01,1977-08-09
Bob Davie,daviebo01,1912-09-12
Kim Davis,daviski01,1957-10-31
Nigel Dawes,dawesni01,1985-02-09
Bill Derlago,derlabi01,1958-08-25
Connor Dewar,dewarco01,1999-06-26
Marcel Dheere,dheerma01,1918-12-19
Ernie Dickens,dickeer01,1921-06-25
Don Dietrich,dietrdo01,1961-04-05
Jim Dobson,dobsoji01,1960-02-29
Max Domi,domima01,1995-03-02
Jordy Douglas,dougljo01,1958-01-20
Chris Driedger,driedch01,1994-05-18
Brodie Dupont,duponbr01,1987-02-17
Red Dutton,duttore01,1897-07-23
Bruce Eakin,eakinbr01,1962-09-28
Cody Eakin,eakinco01,1991-05-24
Joel Edmundson,edmunjo01,1993-06-28
Gary Emmons,emmonga01,1963-12-30
Brian Engblom,engblbr01,1955-01-27
Dean Evason,evasode01,1964-08-22
Bill Ezinicki,ezinibi01,1924-03-11
Bill Fairbairn,fairbbi01,1947-01-07
Justin Falk,falkju01,1988-10-11
Pat Falloon,fallopa01,1972-09-22
Gordie Fashoway,fashogo01,1926-06-16
Eric Fehr,fehrer01,1985-09-07
Micheal Ferland,ferlami01,1992-04-20
Wilf Field,fieldwi01,1915-04-29
Tom Fowler,fowleto01,1924-05-18
Archie Fraser,frasear01,1914-02-09
Harvey Fraser,fraseha01,1918-10-14
Frank Fredrickson,fredrfr01,1895-06-11
Karl Friesen,frieska01,1958-06-30
Byron Froese,froesby01,1991-03-12
Owen Fussey,fusseow01,1983-04-02
Herb Gardiner,gardihe01,1891-05-08
Cal Gardner,gardnca01,1924-10-30
Paul Gauthier,gauthpa01,1915-03-06
Morgan Geekie,geekimo01,1998-07-20
Chay Genoway,genowch01,1986-12-20
Don Gibson,gibsodo02,1967-12-29
Curt Giles,gilescu01,1958-11-30
Art Giroux,girouar01,1908-06-06
Cody Glass,glassco01,1999-04-01
Scott Glennie,glennsc01,1991-02-22
Bill Gooden,goodebi01,1923-09-08
Paul Goodman,goodmpa01,1905-02-25
Jack Gordon,gordoja01,1928-03-03
Lee Goren,gorenle01,1977-12-26
Butch Goring,gorinbu01,1949-10-22
Ted Green,greente01,1940-03-23
Harold Halderson,haldeha01,1900-01-06
Wayne Hall,hallwa01,1939-05-22
Al Hamilton,hamilal01,1946-08-20
Travis Hamonic,hamontr01,1990-08-16
Glen Hanlon,hanlogl01,1957-02-20
Jim Hargreaves,hargrji01,1950-05-02
Glen Harmon,harmogl01,1921-01-02
Ted Harris,harrite01,1936-07-18
Gerry Hart,hartge01,1948-01-01
Andy Hebenton,hebenan01,1929-10-03
Darren Helm,helmda01,1987-01-21
Burke Henry,henrybu01,1979-01-21
Jim Henry,henryji01,1920-10-23
Phil Hergesheimer,hergeph01,1914-07-09
Wally Hergesheimer,hergewa01,1927-01-08
Bryan Hextall,hextabr02,1941-05-23
Dennis Hextall,hextade01,1943-04-17
Ron Hextall,hextaro01,1964-05-03
Ike Hildebrand,hildeik01,1927-05-27
Mel Hill,hillme01,1914-02-15
Shane Hnidy,hnidysh01,1975-11-08
Kevin Hodson,hodsoke01,1972-03-27
Cec Hoekstra,hoeksce01,1935-04-02
Ed Hoekstra,hoeksed01,1937-11-04
Joel Hofer,hoferjo01,2000-07-30
Bill Holmes,holmebi01,1899-03-09
Quinton Howden,howdequ01,1992-01-21
Dave Hrechkosy,hrechda01,1951-11-01
Lex Hudson,hudsole01,1955-12-31
Howie Hughes,hugheho01,1939-04-04
Daemon Hunt,huntda01,2002-05-15
Ron Huston,hustoro01,1945-04-08
Ron Hutchinson,hutchro01,1936-10-24
Ted Irvine,irvinte01,1944-12-08
Doug Jackson,jacksdo01,1924-12-12
Seth Jarvis,jarvise01,2002-02-01
Paul Jerrard,jerrapa01,1965-04-20
Allan Johnson,johnsal01,1935-03-30
Ching Johnson,johnsch01,1898-12-07
Danny Johnson,johnsda01,1944-10-01
Jim Johnson,johnsji01,1942-11-07
Tom Johnson,johnsto01,1928-02-18
George Johnston,johnsge01,1920-07-30
Eddie Johnstone,johnsed02,1954-03-02
Bing Juckes,juckebi01,1926-06-14
Bill Juzda,juzdabi01,1920-10-29
Bob Kabel,kabelbo01,1934-11-11
Wyatt Kalynuk,kalynwy01,1997-04-14
Jason Kasdorf,kasdoja01,1992-05-18
Mike Keane,keanemi01,1967-05-29
Brady Keeper,keepebr01,1996-06-05
Duncan Keith,keithdu01,1983-07-16
Pete Kelly,kellype01,1913-05-22
Bill Kendall,kendabi01,1910-04-01
Sheldon Kennedy,kennesh01,1969-06-15
Trevor Kidd,kiddtr01,1972-03-26
Justin Kirkland,kirklju01,1996-08-02
Julian Klymkiw,klymkju01,1933-07-16
Keegan Kolesar,koleske01,1997-04-08
Neil Komadoski,komadne01,1951-11-05
George Konik,konikge01,1937-05-04
Mike Korney,kornemi01,1953-09-15
Les Kozak,kozakle01,1940-10-28
Brent Krahn,krahnbr01,1982-04-02
Dale Krentz,krentda01,1961-12-19
Joe Krol,kroljo01,1915-08-13
Aggie Kukulowicz,kukulag01,1933-04-02
Arnie Kullman,kullmar01,1927-10-09
Eddie Kullman,kullmed01,1923-12-12
Justin Kurtz,kurtzju01,1977-01-14
Gord Labossiere,labosgo01,1940-01-02
Max Labovitch,labovma01,1924-01-18
Dan Lambert,lambeda01,1970-01-12
Gord Lane,lanego01,1953-03-31
Pete Langelle,langepe01,1917-11-04
Ted Lanyon,lanyote01,1939-06-11
Kirby Law,lawki01,1977-03-11
Derek Laxdal,laxdade01,1966-02-21
Jamie Leach,leachja01,1969-08-25
Reggie Leach,leachre01,1950-04-23
Peter Leboutillier,leboupe01,1975-01-11
Mike Leclerc,leclemi01,1976-11-10
Grant Ledyard,ledyagr01,1961-11-19
Bryan Lefley,leflebr01,1948-10-18
Chuck Lefley,leflech01,1950-01-20
Barry Legge,leggeba01,1954-10-22
Brendan Leipsic,leipsbr01,1994-05-19
Bobby Leiter,leitebo01,1941-03-22
Brett Lernout,lernobr01,1995-09-24
Curtis Leschyshyn,leschcu01,1969-09-21
Doug Lewis,lewisdo01,1921-03-03
Brian Loney,loneybr01,1972-08-09
Clem Loughlin,loughcl01,1894-11-15
Wilf Loughlin,loughwi01,1896-02-28
Ron Loustel,loustro01,1962-03-07
Ron Low,lowro01,1950-06-21
Odie Lowe,loweod01,1928-04-15
Ron Lyons,lyonsro01,1908-02-15
Ian MacIntosh,macinia01,1927-06-10
Bill MacKenzie,mackebi01,1911-12-12
Ray Maluta,malutra01,1954-07-24
George Maneluk,manelge01,1967-07-25
Mike Maneluk,manelmi01,1973-10-01
Cameron Mann,mannca01,1977-04-20
Jack Mann,mannja01,1919-07-27
Ray Manson,mansora01,1926-12-03
John Marks,marksjo01,1948-03-22
Jordan Martinook,martijo01,1992-07-25
Bill Masterton,mastebi01,1938-08-13
Frank Mathers,mathefr01,1924-03-29
Dwight Mathiasen,mathidw01,1963-05-12
Brad Maxwell,maxwebr02,1957-07-08
Eddie Mazur,mazured01,1929-07-25
Dunc McCallum,mccaldu01,1940-03-29
Kevin McCarthy,mccarke01,1957-07-14
Ben McCartney,mccarbe02,2001-07-13
John McCreedy,mccrejo01,1911-03-23
Ab McDonald,mcdonab01,1936-02-18
Jack McDonald,mcdonja02,1921-11-24
Moylan McDonnell,mcdonmo01,1889-08-27
Gord McFarlane,mcfargo01,1901-07-18
Dylan McIlrath,mcilrdy01,1992-04-20
Frazer McLaren,mclarfr01,1987-10-29
Jack McLean,mcleaja01,1923-01-31
Cody McLeod,mcleoco01,1984-06-26
Michael McNiven,mcnivmi01,1997-07-09
Derek Meech,meechde01,1984-04-21
